Level,Date and Time,Source,Event ID,Task Category
Information,12/29/2019 2:52:00 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,12/29/2019 12:08:16 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/29/2019 12:08:09 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/29/2019 12:06:18 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1332.0)
Information,12/29/2019 12:06:08 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1332.0)
Information,12/29/2019 12:06:08 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/29/2019 12:06:08 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/29/2019 12:06:08 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/29/2019 12:06:08 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/29/2019 12:06:08 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,12/28/2019 2:54:01 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/28/2019 2:53:59 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/28/2019 1:14:24 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1279.0)
Information,12/28/2019 1:14:15 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1279.0)
Information,12/28/2019 1:14:15 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/28/2019 1:14:15 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/28/2019 1:14:15 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/28/2019 1:14:15 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/27/2019 9:03:40 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/27/2019 9:03:37 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,12/27/2019 3:38:36 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/27/2019 3:38:34 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,12/27/2019 1:25:22 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/27/2019 1:25:20 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/27/2019 9:44:49 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1240.0)
Information,12/27/2019 9:44:40 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1240.0)
Information,12/27/2019 9:44:40 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/27/2019 9:44:40 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/27/2019 9:44:40 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/27/2019 9:44:40 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,12/27/2019 9:19:58 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/27/2019 12:42:10 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/27/2019 12:42:07 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/26/2019 11:51:47 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1191.0)
Information,12/26/2019 11:51:38 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1191.0)
Information,12/26/2019 11:51:38 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/26/2019 11:51:38 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/26/2019 11:51:38 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/26/2019 11:51:38 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/26/2019 1:34:54 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/26/2019 1:34:51 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/25/2019 10:37:40 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1154.0)
Information,12/25/2019 10:37:31 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1154.0)
Information,12/25/2019 10:37:31 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/25/2019 10:37:31 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/25/2019 10:37:31 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/25/2019 10:37:31 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,12/25/2019 10:37:22 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Error,12/25/2019 10:34:22 PM,Microsoft-Windows-WindowsUpdateClient,25,Windows Update Agent,Windows Update failed to check for updates with error 0x8024402C.
Information,12/24/2019 12:39:28 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/24/2019 12:39:24 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/24/2019 12:26:24 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/23/2019 10:27:26 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/23/2019 10:27:23 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/23/2019 6:53:16 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1028.0)
Information,12/23/2019 6:53:06 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1028.0)
Information,12/23/2019 6:53:06 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/23/2019 6:53:06 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/23/2019 6:53:06 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/23/2019 6:53:06 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,12/23/2019 1:39:46 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/23/2019 1:39:43 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,12/23/2019 1:16:18 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/23/2019 1:16:15 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/22/2019 5:08:16 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/22/2019 5:08:16 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/22/2019 4:57:54 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.966.0)
Information,12/22/2019 4:57:45 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.966.0)
Information,12/22/2019 4:57:45 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/22/2019 4:57:45 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/22/2019 4:57:45 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/22/2019 4:57:45 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,12/22/2019 4:57:45 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/21/2019 3:49:42 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/21/2019 3:49:40 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,12/21/2019 1:52:55 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.871.0)
Information,12/21/2019 1:52:45 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.871.0)
Information,12/21/2019 1:52:45 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/21/2019 1:52:45 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
